City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Bandarbeyla,SO,2020-02-21 05:40:06,9.49,50.81,77.83,72,52,9.62
305,Ancud,CL,2020-02-21 05:40:06,-41.87,-73.82,51.8,71,0,5.82
306,Mpika,ZM,2020-02-21 05:40:06,-11.83,31.45,68.29,95,100,4.63
307,Port Keats,AU,2020-02-21 05:40:06,-14.25,129.55,91.13,57,70,6.96
308,Niteroi,BR,2020-02-21 05:40:07,-22.88,-43.1,80.6,94,0,5.82
309,Richards Bay,ZA,2020-02-21 05:40:07,-28.78,32.04,78.87,84,19,19.66
310,La Paz,BO,2020-02-21 05:37:04,-16.5,-68.15,44.6,93,75,3.36
311,Nishihara,JP,2020-02-21 05:40:07,26.18,127.76,71.6,53,75,16.11
312,Kavaratti,IN,2020-02-21 05:40:08,10.57,72.64,84.2,74,20,4.7
313,Lugazi,UG,2020-02-21 05:40:08,0.38,32.92,69.8,94,20,1.7
314,Northam,GB,2020-02-21 05:36:11,51.03,-4.22,45.0,82,90,11.01
315,Nicolas Bravo,MX,2020-02-21 05:40:08,18.45,-88.92,68.29,98,0,0.69
316,Kodiak,US,2020-02-21 05:40:08,57.79,-152.41,33.8,59,75,27.49
317,Vila,PT,2020-02-21 05:35:09,42.03,-8.16,52.0,93,68,5.82
318,Westport,US,2020-02-21 05:35:44,41.14,-73.36,27.0,41,1,9.17
319,Coquimbo,CL,2020-02-21 05:35:42,-29.95,-71.34,60.8,87,90,5.82
320,Conde,BR,2020-02-21 05:40:09,-7.26,-34.91,75.2,100,100,4.7
321,Machali,CL,2020-02-21 05:40:09,-34.18,-70.67,55.08,41,0,2.19
322,Provideniya,RU,2020-02-21 05:40:09,64.38,-173.3,-0.4,70,0,6.71
323,Tacub,PH,2020-02-21 05:40:10,8.19,124.11,82.99,76,33,8.99
324,Albacete,ES,2020-02-21 05:40:10,38.83,-2.0,39.99,100,0,6.93
325,Urusha,RU,2020-02-21 05:40:10,54.05,122.9,8.47,85,100,2.46
326,Gushikawa,JP,2020-02-21 05:40:10,26.35,127.87,71.6,46,90,18.34
327,Tabou,CI,2020-02-21 05:40:10,4.42,-7.35,75.85,97,55,2.3
328,Rudbar,AF,2020-02-21 05:40:11,30.15,62.6,67.66,18,26,3.15
329,Port Hedland,AU,2020-02-21 05:40:11,-20.32,118.57,93.2,59,9,14.99
330,Yashalta,RU,2020-02-21 05:40:11,46.34,42.28,36.75,95,100,14.92
331,Severomuysk,RU,2020-02-21 05:40:11,56.15,113.43,9.18,80,78,4.05
332,Tibati,CM,2020-02-21 05:40:12,6.47,12.63,66.34,28,10,4.7
333,Roma,US,2020-02-21 05:37:33,43.21,-75.46,19.4,61,90,4.7
334,Izmaylovo,RU,2020-02-21 05:40:12,53.72,47.25,31.69,85,100,0.38
335,Romitan,UZ,2020-02-21 05:40:13,39.93,64.38,44.6,75,90,6.93
336,Quang Ngai,VN,2020-02-21 05:40:13,15.12,108.8,74.73,75,53,16.44
337,Khuzdar,PK,2020-02-21 05:40:13,27.74,66.64,58.3,23,73,4.36
338,Vostok,RU,2020-02-21 05:40:13,46.49,135.88,16.79,83,99,3.91
339,Tamparan,PH,2020-02-21 05:40:13,7.88,124.33,75.76,63,55,5.99
340,Ballina,AU,2020-02-21 05:40:13,-28.87,153.57,84.2,65,90,11.41
341,Chapleau,CA,2020-02-21 05:40:14,47.84,-83.4,16.11,89,100,13.98
342,Alamosa,US,2020-02-21 05:40:14,37.47,-105.87,23.0,57,1,4.7
343,Beloha,MG,2020-02-21 05:40:14,-25.17,45.05,89.01,42,0,3.31
344,Port Lincoln,AU,2020-02-21 05:40:14,-34.73,135.87,66.47,57,85,14.05
345,Vila Velha,BR,2020-02-21 05:36:07,-20.33,-40.29,80.6,94,4,9.17
346,Vigrestad,NO,2020-02-21 05:40:15,58.57,5.7,44.01,70,40,18.34
347,Labuhan,ID,2020-02-21 05:40:15,-6.88,112.21,84.07,81,34,10.04
348,Jasper,US,2020-02-21 05:37:12,37.2,-94.35,23.0,85,1,5.59
349,Ketchikan,US,2020-02-21 05:40:15,55.34,-131.65,39.2,100,90,42.5
350,Kidal,ML,2020-02-21 05:40:16,18.44,1.41,64.85,17,21,10.98
351,Cooma,AU,2020-02-21 05:40:16,-36.23,149.13,68.0,45,47,10.29
352,Cherskiy,RU,2020-02-21 05:40:16,68.75,161.3,-15.81,98,96,3.94
353,Nichinan,JP,2020-02-21 05:40:16,31.6,131.37,62.6,59,40,10.29
354,Burnie,AU,2020-02-21 05:39:54,-41.07,145.92,64.99,47,66,10.0
355,Terney,RU,2020-02-21 05:40:17,45.05,136.61,27.66,57,30,4.9
356,Sorong,ID,2020-02-21 05:40:17,-0.88,131.25,85.55,68,14,8.03
357,Camacha,PT,2020-02-21 05:40:17,33.08,-16.33,57.2,82,20,6.93
358,Chai Nat,TH,2020-02-21 05:39:49,15.19,100.12,99.0,27,4,15.48
359,Shingu,JP,2020-02-21 05:40:18,33.73,135.98,55.4,58,20,10.29
360,Sotnikovo,RU,2020-02-21 05:40:18,51.88,107.48,8.6,84,100,3.78
361,Suraabad,AZ,2020-02-21 05:40:18,40.82,49.47,44.6,81,75,13.87
362,Russell,US,2020-02-21 05:40:18,32.35,-85.2,44.01,81,90,10.29
363,Unguia,CO,2020-02-21 05:40:18,8.04,-77.09,75.45,89,80,1.59
364,Dilla,ET,2020-02-21 05:40:19,6.41,38.31,64.29,58,0,4.9
365,Zhanakorgan,KZ,2020-02-21 05:40:19,43.91,67.25,40.62,52,100,8.79
366,Aquiraz,BR,2020-02-21 05:40:19,-3.9,-38.39,78.8,83,20,9.17
367,Asau,RO,2020-02-21 05:40:19,46.43,26.4,32.0,100,60,2.24
368,Karratha,AU,2020-02-21 05:40:19,-20.74,116.85,82.33,84,50,12.21
369,Nanakuli,US,2020-02-21 05:40:20,21.39,-158.15,73.4,73,90,6.93
370,Eyl,SO,2020-02-21 05:36:14,7.98,49.82,78.51,75,74,16.17
371,Rosarito,MX,2020-02-21 05:40:20,32.33,-117.03,63.0,82,75,8.05
372,Puerto Madryn,AR,2020-02-21 05:40:20,-42.77,-65.04,49.33,79,0,9.08
373,Lompoc,US,2020-02-21 05:40:21,34.64,-120.46,52.0,87,1,5.39
374,Olinda,BR,2020-02-21 05:38:38,-8.01,-34.86,77.0,88,20,2.24
375,Atambua,ID,2020-02-21 05:40:21,-9.11,124.89,81.43,75,80,5.06
376,Zharkent,KZ,2020-02-21 05:40:21,44.16,80.0,39.42,36,58,1.57
377,Mayo,US,2020-02-21 05:40:22,38.89,-76.51,35.01,50,1,10.29
378,Lerwick,GB,2020-02-21 05:40:22,60.15,-1.15,44.6,81,70,31.09
379,Saldanha,ZA,2020-02-21 05:40:22,-33.01,17.94,64.87,88,0,10.63
380,Novosokolniki,RU,2020-02-21 05:40:22,56.35,30.16,32.22,86,53,6.4
381,Gunjur,GM,2020-02-21 05:40:23,13.2,-16.73,71.6,60,75,10.29
382,Bacani,RO,2020-02-21 05:40:23,46.33,27.67,30.2,100,62,2.24
383,Hiji,JP,2020-02-21 05:40:23,33.37,131.53,55.4,54,0,6.93
384,Storslett,NO,2020-02-21 05:40:23,69.77,21.02,28.4,100,75,5.82
385,Bowen,AU,2020-02-21 05:40:24,-20.02,148.23,91.4,59,40,11.41
386,Iskateley,RU,2020-02-21 05:40:24,67.68,53.15,7.11,88,46,12.44
387,Ukiah,US,2020-02-21 05:40:01,39.15,-123.21,53.01,57,1,2.71
388,Rovinj,HR,2020-02-21 05:40:24,45.08,13.64,43.0,59,19,4.7
389,Maningrida,AU,2020-02-21 05:40:25,-12.07,134.27,86.67,75,100,8.43
390,Maceio,BR,2020-02-21 05:36:28,-9.67,-35.74,73.4,94,40,2.24
391,Sinnamary,GF,2020-02-21 05:40:25,5.38,-52.95,78.1,77,96,14.0
392,Hualmay,PE,2020-02-21 05:40:25,-11.1,-77.61,70.66,86,100,3.09
393,Azangaro,PE,2020-02-21 05:40:25,-14.92,-70.22,41.25,95,95,0.78
394,Svetlyy,RU,2020-02-21 05:36:09,54.67,20.13,37.4,86,75,13.42
395,Morehead,US,2020-02-21 05:40:26,37.27,-87.18,28.4,54,1,11.41
396,Codrington,AU,2020-02-21 05:40:26,-38.27,141.97,58.37,68,28,13.96
397,Dunda,TZ,2020-02-21 05:40:26,-8.12,34.25,69.73,92,91,2.95
398,Iqaluit,CA,2020-02-21 05:40:26,63.75,-68.51,-36.0,58,20,10.29
399,Kaman,IN,2020-02-21 05:40:26,27.65,77.27,73.58,40,0,16.04
400,Bara,NG,2020-02-21 05:40:27,10.37,10.73,66.24,23,0,6.67
401,Saint-Augustin,CA,2020-02-21 05:40:27,51.23,-58.65,-11.36,82,0,18.63
402,Arman,RU,2020-02-21 05:40:27,59.7,150.17,-3.44,88,0,6.4
403,Tutoia,BR,2020-02-21 05:40:27,-2.76,-42.27,74.26,95,100,3.56
404,Gloversville,US,2020-02-21 05:40:28,43.05,-74.34,19.0,78,1,3.36
405,Nago,JP,2020-02-21 05:40:28,26.59,127.98,71.6,46,90,18.34
406,Umea,SE,2020-02-21 05:40:28,63.83,20.26,37.4,93,90,17.22
407,Vikhorevka,RU,2020-02-21 05:40:28,56.12,101.16,24.8,79,40,8.95
408,Coracora,PE,2020-02-21 05:40:28,-15.03,-73.78,50.83,81,100,1.05
409,Ust-Maya,RU,2020-02-21 05:40:29,60.42,134.53,-3.39,94,100,4.79
410,Sibuco,PH,2020-02-21 05:40:29,7.29,122.07,89.6,46,20,6.93
411,La Mana,EC,2020-02-21 05:40:29,-0.93,-79.22,50.0,87,75,4.7
412,San Policarpo,PH,2020-02-21 05:40:29,12.18,125.51,78.39,83,55,21.63
413,Shache,CN,2020-02-21 05:40:29,38.42,77.24,42.91,25,0,0.89
414,Bilma,NE,2020-02-21 05:40:30,18.69,12.92,59.23,22,54,9.53
415,Payo,ID,2020-02-21 05:40:30,-3.75,103.64,81.75,62,36,5.32
416,Mokhsogollokh,RU,2020-02-21 05:40:30,61.47,128.92,7.95,94,100,3.83
417,Smithers,CA,2020-02-21 05:39:00,54.78,-127.17,33.8,55,75,8.05
418,Tautira,PF,2020-02-21 05:40:30,-17.73,-149.15,84.2,66,40,4.7
419,Nome,US,2020-02-21 05:35:48,64.5,-165.41,6.8,71,90,12.75
420,Port Macquarie,AU,2020-02-21 05:40:31,-31.43,152.92,77.0,60,90,9.17
421,Jinchang,CN,2020-02-21 05:40:31,38.5,102.17,31.01,32,0,4.52
422,Ipil,PH,2020-02-21 05:40:31,7.75,122.52,82.8,65,28,6.93
423,Deputatskiy,RU,2020-02-21 05:40:32,69.3,139.9,-3.78,93,99,1.83
424,Pierre,US,2020-02-21 05:40:32,44.37,-100.35,28.99,63,1,9.17
425,Erzin,TR,2020-02-21 05:40:33,36.96,36.2,57.99,100,75,6.93
426,Barentu,ER,2020-02-21 05:40:33,15.11,37.59,72.9,38,83,1.54
427,Alyangula,AU,2020-02-21 05:40:33,-13.85,136.42,78.8,83,40,14.99
428,Celestun,MX,2020-02-21 05:40:33,20.87,-90.4,77.32,85,0,15.35
429,Kadhan,PK,2020-02-21 05:40:33,24.48,68.99,82.62,15,39,17.43
430,Santa Maria,BR,2020-02-21 05:38:20,-29.68,-53.81,55.49,83,2,4.41
431,Kostomuksha,RU,2020-02-21 05:40:34,64.57,30.58,26.53,88,100,16.15
432,Poum,NC,2020-02-21 05:40:34,-20.23,164.02,81.14,77,22,13.38
433,Nogliki,RU,2020-02-21 05:40:34,51.83,143.17,14.0,80,63,10.56
434,Vila Franca Do Campo,PT,2020-02-21 05:40:35,37.72,-25.43,51.8,71,75,5.82
435,Cabedelo,BR,2020-02-21 05:36:51,-6.98,-34.83,75.2,100,100,4.7
436,Merrill,US,2020-02-21 05:40:35,45.18,-89.68,6.01,50,1,9.17
437,Porto Murtinho,BR,2020-02-21 05:40:35,-21.7,-57.88,76.14,94,100,3.18
438,Arona,ES,2020-02-21 05:40:35,28.1,-16.68,64.0,71,0,12.75
439,Viedma,AR,2020-02-21 05:40:35,-40.81,-63.0,55.15,67,11,14.65
440,Asfi,MA,2020-02-21 05:40:36,32.3,-9.24,53.47,77,0,5.93
441,Kloulklubed,PW,2020-02-21 05:36:04,7.04,134.26,78.8,88,90,12.75
442,Mao,ES,2020-02-21 05:40:36,39.89,4.27,46.4,93,20,4.7
443,Carutapera,BR,2020-02-21 05:40:37,-1.2,-46.02,77.18,87,100,7.74
444,Neka,IR,2020-02-21 05:40:37,36.65,53.3,48.2,93,40,4.7
445,Thunder Bay,CA,2020-02-21 05:38:16,48.4,-89.32,16.0,56,5,5.82
446,Balkhash,KZ,2020-02-21 05:40:38,46.84,74.98,24.8,73,100,17.9
447,Marzuq,YE,2020-02-21 05:40:38,14.4,46.47,75.69,33,94,4.14
448,Pokhara,NP,2020-02-21 05:38:03,28.23,83.98,75.72,39,92,4.23
449,Fukue,JP,2020-02-21 05:40:38,32.69,128.84,60.8,67,75,11.41
450,Dakar,SN,2020-02-21 05:40:38,14.69,-17.44,69.8,94,79,18.34
451,Shevchenkove,UA,2020-02-21 05:40:39,49.7,37.17,30.2,92,98,4.47
452,Mtwara,TZ,2020-02-21 05:40:39,-10.27,40.18,81.95,88,71,5.03
453,Mosquera,CO,2020-02-21 05:36:47,4.71,-74.23,50.0,93,75,3.36
454,Vidim,RU,2020-02-21 05:40:40,56.41,103.11,22.86,90,100,10.04
455,Zhenlai,CN,2020-02-21 05:40:40,45.85,123.3,39.0,71,100,4.0
456,Tongliao,CN,2020-02-21 05:40:40,43.61,122.27,38.71,31,100,10.63
457,Shellbrook,CA,2020-02-21 05:40:40,53.22,-106.4,17.6,67,5,10.29
458,Gizo,SB,2020-02-21 05:40:40,-8.1,156.84,80.69,78,93,7.07
459,Kahului,US,2020-02-21 05:40:40,20.89,-156.47,73.4,64,20,23.04
460,Gorontalo,ID,2020-02-21 05:40:41,0.54,123.06,87.55,55,77,0.6
461,Beringovskiy,RU,2020-02-21 05:40:41,63.05,179.32,-15.65,86,0,2.8
462,Guadalupe Y Calvo,MX,2020-02-21 05:40:41,26.1,-106.97,52.2,69,18,6.29
463,Gwadar,PK,2020-02-21 05:40:41,25.12,62.33,72.99,67,100,10.89
464,Puerto Del Rosario,ES,2020-02-21 05:40:41,28.5,-13.86,60.8,82,2,8.05
465,Pangnirtung,CA,2020-02-21 05:40:42,66.15,-65.71,-38.07,98,71,1.34
466,Karaton,ID,2020-02-21 05:40:42,-6.34,106.1,86.0,70,40,13.87
467,The Valley,AI,2020-02-21 05:40:42,18.22,-63.06,77.0,69,20,11.41
468,Umm Lajj,SA,2020-02-21 05:40:42,25.02,37.27,67.82,25,0,4.83
469,Kayseri,TR,2020-02-21 05:40:43,38.74,35.5,26.6,92,75,1.12
470,Wagar,SD,2020-02-21 05:40:43,16.15,36.2,66.79,56,25,11.14
471,Mahenge,TZ,2020-02-21 05:40:43,-8.68,36.72,80.46,82,23,2.55
472,Alofi,NU,2020-02-21 05:40:43,-19.06,-169.92,80.6,94,75,4.7
473,Campbell River,CA,2020-02-21 05:40:43,50.02,-125.24,33.8,100,40,3.36
474,Zabid,YE,2020-02-21 05:40:44,14.2,43.32,76.33,71,82,4.9
475,Kerrobert,CA,2020-02-21 05:40:01,51.92,-109.13,15.8,85,5,5.82
476,Mastic Beach,US,2020-02-21 05:40:44,40.77,-72.85,27.0,42,1,12.75
477,Birao,CF,2020-02-21 05:40:44,10.28,22.79,71.8,23,81,14.92
478,Kieta,PG,2020-02-21 05:39:07,-6.22,155.63,85.12,68,56,4.03
479,Sibolga,ID,2020-02-21 05:36:44,1.74,98.78,90.91,46,1,5.91
480,Katsuura,JP,2020-02-21 05:40:45,35.13,140.3,60.01,54,20,4.7
481,Acapulco,MX,2020-02-21 05:40:45,16.86,-99.89,77.0,83,5,3.65
482,Atar,MR,2020-02-21 05:40:45,20.52,-13.05,69.35,12,0,12.15
483,Miri,MY,2020-02-21 05:40:46,4.41,114.01,91.4,66,75,11.41
484,Sao Joao Da Barra,BR,2020-02-21 05:40:46,-21.64,-41.05,75.96,90,10,9.44
485,Ambunti,PG,2020-02-21 05:40:46,-4.24,142.84,90.64,57,54,4.03
486,Clyde River,CA,2020-02-21 05:40:47,70.47,-68.59,-9.4,76,90,12.75
487,Cotonou,BJ,2020-02-21 05:40:48,6.37,2.42,82.4,88,20,2.24
488,Kardla,EE,2020-02-21 05:40:48,59.0,22.75,36.0,93,90,13.87
489,Alekseyevsk,RU,2020-02-21 05:40:48,57.84,108.35,23.81,93,100,12.24
490,Derzhavinsk,KZ,2020-02-21 05:40:48,51.1,66.32,18.16,81,100,4.94
491,Nowy Dwor Gdanski,PL,2020-02-21 05:40:49,54.21,19.12,39.99,86,75,11.41
492,Novaya Igirma,RU,2020-02-21 05:40:49,57.13,103.91,24.76,88,100,9.91
493,Shiyan,CN,2020-02-21 05:40:49,32.65,110.78,57.0,53,34,6.69
494,Corrente,BR,2020-02-21 05:40:49,-3.74,-43.34,72.68,99,100,3.47
495,Pogranichnyy,RU,2020-02-21 05:40:49,44.41,131.38,25.61,93,100,3.62
496,Centralia,US,2020-02-21 05:40:50,46.72,-122.95,39.99,100,1,1.59
497,Salamanca,ES,2020-02-21 05:40:50,40.83,-6.0,32.0,92,4,9.19
498,Taber,CA,2020-02-21 05:40:50,49.82,-112.15,37.4,32,5,25.28
499,Bolu,TR,2020-02-21 05:40:50,40.67,31.58,33.58,98,100,4.29
500,Grand Gaube,MU,2020-02-21 05:40:50,-20.01,57.66,82.0,78,75,8.05
501,Nuevo Ideal,MX,2020-02-21 05:40:51,24.89,-105.07,55.0,68,0,3.44
502,Talnakh,RU,2020-02-21 05:40:51,69.49,88.4,14.0,85,97,8.95
503,Cheney,US,2020-02-21 05:40:51,47.49,-117.58,32.0,79,1,2.89
504,Barra Patuca,HN,2020-02-21 05:40:51,15.8,-84.28,79.66,79,11,9.4
505,Niles,US,2020-02-21 05:40:10,42.02,-87.8,15.01,56,1,4.7
506,Kuybyshevo,RU,2020-02-21 05:40:52,47.81,38.91,32.5,97,100,11.97
507,Saint-Georges,GD,2020-02-21 05:40:52,12.06,-61.75,78.8,74,20,13.87
508,Batemans Bay,AU,2020-02-21 05:40:52,-35.72,150.18,68.0,66,92,3.0
509,Nouadhibou,MR,2020-02-21 05:40:53,20.93,-17.03,64.4,68,0,20.8
510,Parrita,CR,2020-02-21 05:40:53,9.52,-84.32,71.6,78,20,11.41
511,Sicamous,CA,2020-02-21 05:40:53,50.83,-118.99,25.0,92,40,0.98
512,Adeje,ES,2020-02-21 05:40:53,28.12,-16.73,64.0,71,0,12.75
513,Togur,RU,2020-02-21 05:40:53,58.36,82.83,27.88,95,99,7.34
514,Luz,BR,2020-02-21 05:40:54,-19.8,-45.69,69.35,91,91,2.17
515,San Luis,AR,2020-02-21 05:36:06,-33.3,-66.34,69.03,18,100,23.17
516,Anito,PH,2020-02-21 05:40:54,12.45,125.29,79.11,79,53,26.31
517,Selenginsk,RU,2020-02-21 05:40:54,52.01,106.86,8.6,84,99,3.91
518,Cazzago San Martino,IT,2020-02-21 05:40:55,45.59,10.04,41.0,93,5,3.36
519,Mayskiy,RU,2020-02-21 05:40:55,47.69,40.1,34.0,100,75,17.9
520,Opuwo,NA,2020-02-21 05:40:55,-18.06,13.84,72.16,33,100,0.89
521,Snezhnogorsk,RU,2020-02-21 05:40:55,69.19,33.25,23.0,53,100,6.71
522,Lensk,RU,2020-02-21 05:40:55,60.73,114.93,19.33,91,100,10.76
523,Pervomayskoye,RU,2020-02-21 05:40:56,43.92,46.71,39.6,79,100,8.01
524,Raton,US,2020-02-21 05:40:56,36.9,-104.44,28.4,85,1,5.82
525,Ankang,CN,2020-02-21 05:40:56,32.68,109.02,57.04,45,83,1.52
526,Sitka,US,2020-02-21 05:40:56,57.05,-135.33,41.0,80,90,10.29
527,Nelson Bay,AU,2020-02-21 05:40:56,-32.72,152.15,78.01,60,90,13.87
528,Escanaba,US,2020-02-21 05:38:59,45.75,-87.06,12.0,46,1,13.87
529,Zhuhai,CN,2020-02-21 05:40:57,22.28,113.57,81.0,72,20,8.05
530,Show Low,US,2020-02-21 05:40:57,34.25,-110.03,41.0,47,1,5.82
531,Mehamn,NO,2020-02-21 05:40:57,71.04,27.85,26.6,92,75,47.2
532,Port Blair,IN,2020-02-21 05:40:58,11.67,92.75,86.0,70,20,11.41
533,Bestobe,KZ,2020-02-21 05:40:58,52.5,73.1,16.75,82,98,8.72
534,Teknaf,BD,2020-02-21 05:40:58,20.86,92.31,92.05,17,0,2.91
535,Marathon,US,2020-02-21 05:40:59,44.9,-89.77,6.8,54,1,10.29
536,Port Jervis,US,2020-02-21 05:40:59,41.38,-74.69,25.0,57,1,3.36
537,Rincon,US,2020-02-21 05:39:48,32.3,-81.24,43.0,87,90,17.22
538,Joanopolis,BR,2020-02-21 05:40:59,-22.93,-46.28,71.6,94,100,2.77
539,Emba,KZ,2020-02-21 05:40:59,48.83,58.14,20.53,86,99,7.7
540,Kamenka,RU,2020-02-21 05:41:00,51.32,42.77,34.0,90,96,3.58
541,Tsaratanana,MG,2020-02-21 05:41:00,-16.78,47.65,75.34,78,87,4.92
542,Aswan,EG,2020-02-21 05:41:00,24.09,32.91,57.6,38,0,9.01
543,Kangalassy,RU,2020-02-21 05:41:00,62.35,129.96,-7.6,83,100,4.47
544,Waterloo,CA,2020-02-21 05:36:37,43.47,-80.52,16.0,85,1,5.82
545,Coihaique,CL,2020-02-21 05:41:01,-45.58,-72.07,42.8,93,0,2.24
546,Abu Samrah,SY,2020-02-21 05:40:58,35.3,37.18,51.78,75,58,13.67
547,Kerman,IR,2020-02-21 05:41:01,30.28,57.08,57.2,30,20,9.17
548,Tipitapa,NI,2020-02-21 05:41:02,12.2,-86.1,74.23,73,18,9.13
549,Cumberland,US,2020-02-21 05:38:47,35.05,-78.87,35.6,96,90,10.29
550,Yar-Sale,RU,2020-02-21 05:41:03,66.83,70.83,12.9,90,94,17.11
